date,station_id,fuel_type,price_per_litre,volume_sold_litres,rainfall_mm,temperature_c,day_of_week,holiday,competitor_price
2024-04-16,101,Kerosene,151.34,2195,0.0,31.5,Tuesday,No,149.91
2024-04-17,101,Kerosene,147.26,2327,0.0,30.5,Wednesday,No,145.92
2024-04-18,101,Kerosene,150.0,2017,2.16,27.0,Thursday,No,150.05
2024-04-19,101,Kerosene,150.62,2120,1.06,19.2,Friday,No,148.13
2024-04-20,101,Kerosene,152.1,2211,0.0,24.1,Saturday,No,152.24
2024-04-21,101,Kerosene,151.7,2436,0.0,24.8,Sunday,No,150.15
2024-04-22,101,Kerosene,148.24,2249,4.43,24.7,Monday,No,149.51
2024-04-23,101,Kerosene,150.88,1454,0.45,28.6,Tuesday,No,150.75
2024-04-24,101,Kerosene,148.95,2258,5.26,24.1,Wednesday,No,147.68
2024-04-25,101,Kerosene,150.73,2355,3.45,25.7,Thursday,No,149.38
2024-04-26,101,Kerosene,148.65,1776,1.37,29.6,Friday,No,149.21
2024-04-27,101,Kerosene,149.21,1974,2.17,29.6,Saturday,No,148.79
2024-04-28,101,Kerosene,152.07,3282,0.45,27.7,Sunday,No,151.1
2024-04-29,101,Kerosene,151.84,2940,5.52,31.6,Monday,No,151.28
2024-04-30,101,Kerosene,147.35,1359,0.74,28.8,Tuesday,No,146.47
2024-05-01,101,Kerosene,152.02,1890,0.0,27.7,Wednesday,No,152.81
2024-05-02,101,Kerosene,149.15,1650,0.24,31.0,Thursday,No,149.06
2024-05-03,101,Kerosene,151.24,1677,1.01,31.5,Friday,No,150.62
2024-05-04,101,Kerosene,146.82,1502,5.75,29.3,Saturday,No,144.98
2024-05-05,101,Kerosene,151.02,2191,0.0,30.6,Sunday,No,151.38
2024-05-06,101,Kerosene,154.19,2183,0.0,27.8,Monday,No,151.76
2024-05-07,101,Kerosene,153.02,1597,1.92,32.4,Tuesday,No,152.96
2024-05-08,101,Kerosene,149.6,2267,0.0,26.2,Wednesday,No,150.01
2024-05-09,101,Kerosene,153.38,1771,0.43,34.4,Thursday,No,150.31
2024-05-10,101,Kerosene,149.1,2425,4.03,30.1,Friday,No,146.93
2024-05-11,101,Kerosene,150.41,1983,1.57,28.0,Saturday,No,150.02
2024-05-12,101,Kerosene,149.28,1873,5.16,24.2,Sunday,No,147.98
2024-05-13,101,Kerosene,148.27,2111,3.45,31.0,Monday,No,148.22
2024-05-14,101,Kerosene,149.71,1438,4.01,28.8,Tuesday,No,148.73
2024-05-15,101,Kerosene,147.37,1680,0.96,30.2,Wednesday,No,147.7
2024-05-16,101,Kerosene,147.32,2080,3.64,32.9,Thursday,No,145.96
2024-05-17,101,Kerosene,148.43,2214,4.33,26.1,Friday,No,147.01
2024-05-18,101,Kerosene,151.73,2082,2.99,30.4,Saturday,No,152.04
2024-05-19,101,Kerosene,151.38,1400,2.28,30.5,Sunday,No,151.12
2024-05-20,101,Kerosene,149.7,2027,1.07,27.2,Monday,No,150.16
2024-05-21,101,Kerosene,151.71,2084,2.33,27.7,Tuesday,Yes,150.66
2024-05-22,101,Kerosene,149.82,1677,5.65,28.8,Wednesday,No,148.78
2024-05-23,101,Kerosene,149.76,2021,1.23,26.7,Thursday,No,148.5
2024-05-24,101,Kerosene,149.16,2622,0.93,27.8,Friday,No,149.35
2024-05-25,101,Kerosene,149.92,2047,3.51,26.1,Saturday,No,150.52
2024-05-26,101,Kerosene,150.39,1665,0.0,21.5,Sunday,No,148.48
2024-05-27,101,Kerosene,149.59,1832,0.0,25.2,Monday,No,149.23
2024-05-28,101,Kerosene,148.49,1974,0.0,21.8,Tuesday,No,148.74
2024-05-29,101,Kerosene,150.78,835,6.93,29.0,Wednesday,No,150.6
2024-05-30,101,Kerosene,148.45,2297,0.0,32.7,Thursday,No,147.78
2024-05-31,101,Kerosene,151.59,1415,4.63,30.7,Friday,No,151.28
2024-06-01,101,Kerosene,150.15,1661,3.55,27.6,Saturday,No,149.24
2024-06-02,101,Kerosene,147.45,2647,1.39,28.2,Sunday,No,144.18
2024-06-03,101,Kerosene,148.16,1949,1.14,26.9,Monday,No,148.89
2024-06-04,101,Kerosene,150.65,2535,1.1,28.3,Tuesday,No,151.51
2024-06-05,101,Kerosene,150.03,1617,4.8,31.1,Wednesday,No,149.28
2024-06-06,101,Kerosene,146.82,2110,4.42,24.3,Thursday,No,145.95
2024-06-07,101,Kerosene,149.67,2246,1.15,28.6,Friday,No,148.44
2024-06-08,101,Kerosene,150.83,1460,3.5,25.9,Saturday,No,150.96
2024-06-09,101,Kerosene,150.83,1999,0.0,28.4,Sunday,No,149.6
2024-06-10,101,Kerosene,149.53,1758,4.94,22.5,Monday,No,149.21
2024-06-11,101,Kerosene,152.74,1306,0.0,26.1,Tuesday,No,151.12
2024-06-12,101,Kerosene,151.9,1757,0.0,25.2,Wednesday,No,150.35
2024-06-13,101,Kerosene,151.51,2331,7.84,23.4,Thursday,No,149.97
2024-06-14,101,Kerosene,150.11,1927,5.34,30.5,Friday,No,149.07
2024-06-15,101,Kerosene,148.23,2048,3.39,32.8,Saturday,No,148.19
2024-06-16,101,Kerosene,147.12,1835,5.46,29.3,Sunday,No,145.02
2024-06-17,101,Kerosene,149.23,1638,4.5,30.2,Monday,No,148.61
2024-06-18,101,Kerosene,149.75,1804,7.79,27.8,Tuesday,No,150.07
2024-06-19,101,Kerosene,147.65,1983,0.0,31.0,Wednesday,No,147.61
2024-06-20,101,Kerosene,149.26,1841,8.72,22.3,Thursday,No,148.76
2024-06-21,101,Kerosene,147.36,1959,4.98,24.6,Friday,No,147.56
2024-06-22,101,Kerosene,150.46,2114,5.2,22.9,Saturday,No,150.01
2024-06-23,101,Kerosene,147.09,2074,5.05,26.9,Sunday,Yes,147.76
2024-06-24,101,Kerosene,151.95,1576,0.0,25.6,Monday,No,150.81
2024-06-25,101,Kerosene,151.29,1524,2.93,32.8,Tuesday,No,151.0
2024-06-26,101,Kerosene,151.15,1693,1.44,31.2,Wednesday,Yes,151.45
2024-06-27,101,Kerosene,150.98,1797,2.97,24.2,Thursday,No,151.08
2024-06-28,101,Kerosene,150.19,1944,0.0,29.6,Friday,No,148.16
2024-06-29,101,Kerosene,149.34,1297,3.91,30.6,Saturday,No,148.33
2024-06-30,101,Kerosene,148.45,1951,4.58,32.0,Sunday,No,148.21
2024-07-01,101,Kerosene,149.97,2001,2.92,29.9,Monday,No,150.28
2024-07-02,101,Kerosene,151.1,1953,0.0,29.1,Tuesday,No,151.11
2024-07-03,101,Kerosene,148.51,1711,3.15,26.4,Wednesday,No,148.76
2024-07-04,101,Kerosene,150.88,2025,0.0,28.8,Thursday,No,151.9
2024-07-05,101,Kerosene,152.72,2273,2.25,27.9,Friday,No,153.65
2024-07-06,101,Kerosene,149.68,1980,6.66,30.0,Saturday,No,149.08
2024-07-07,101,Kerosene,150.47,2042,0.76,27.7,Sunday,Yes,149.62
2024-07-08,101,Kerosene,148.89,1233,0.0,29.1,Monday,No,148.78
2024-07-09,101,Kerosene,149.84,1941,0.0,26.8,Tuesday,No,148.68
2024-07-10,101,Kerosene,150.98,1782,1.08,30.9,Wednesday,No,150.3
2024-07-11,101,Kerosene,148.69,1179,5.91,30.6,Thursday,No,146.55
2024-07-12,101,Kerosene,151.41,1557,1.92,28.7,Friday,No,151.28
2024-07-13,101,Kerosene,149.44,1952,0.0,31.6,Saturday,No,148.67
2024-07-14,101,Kerosene,151.54,1532,4.99,27.9,Sunday,No,152.0
2024-07-15,101,Kerosene,149.08,1392,2.78,30.3,Monday,No,150.34
2024-07-16,101,Kerosene,148.63,1892,0.0,30.5,Tuesday,No,147.63
2024-07-17,101,Kerosene,152.39,2215,7.06,24.9,Wednesday,No,153.35
2024-07-18,101,Kerosene,149.14,1684,4.53,28.9,Thursday,No,149.33
2024-07-19,101,Kerosene,151.26,2266,8.21,26.0,Friday,No,152.44
2024-07-20,101,Kerosene,149.43,1441,0.0,25.1,Saturday,No,150.84
2024-07-21,101,Kerosene,148.1,1048,0.08,35.6,Sunday,No,146.34
2024-07-22,101,Kerosene,150.88,2149,0.0,25.8,Monday,No,149.25
2024-07-23,101,Kerosene,151.47,1864,3.22,31.5,Tuesday,No,150.62
2024-07-24,101,Kerosene,151.95,2364,0.6,23.8,Wednesday,No,151.83
2024-07-25,101,Kerosene,149.69,1930,0.0,27.3,Thursday,No,149.06
2024-07-26,101,Kerosene,151.09,2246,3.36,23.4,Friday,No,151.53
2024-07-27,101,Kerosene,149.43,2546,0.0,28.0,Saturday,No,149.47
2024-07-28,101,Kerosene,149.41,296,5.14,28.1,Sunday,No,149.82
2024-07-29,101,Kerosene,149.71,2023,3.8,24.5,Monday,No,148.84
2024-07-30,101,Kerosene,150.85,1813,1.56,30.0,Tuesday,No,151.76
2024-07-31,101,Kerosene,148.68,1550,6.24,24.4,Wednesday,No,147.39
2024-08-01,101,Kerosene,151.77,1926,0.06,24.4,Thursday,No,152.91
2024-08-02,101,Kerosene,149.1,1878,0.0,22.4,Friday,No,148.25
2024-08-03,101,Kerosene,151.61,2439,4.38,29.5,Saturday,No,151.26
2024-08-04,101,Kerosene,148.99,1474,0.0,22.0,Sunday,No,148.39
2024-08-05,101,Kerosene,149.47,1766,1.06,25.7,Monday,No,149.08
2024-08-06,101,Kerosene,150.14,1839,6.15,25.5,Tuesday,Yes,151.02
2024-08-07,101,Kerosene,150.92,1753,1.87,22.2,Wednesday,No,150.39
2024-08-08,101,Kerosene,150.11,2753,7.13,25.7,Thursday,No,148.42
2024-08-09,101,Kerosene,153.22,2082,1.78,28.6,Friday,No,153.31
2024-08-10,101,Kerosene,148.96,1645,0.61,24.9,Saturday,No,149.33
2024-08-11,101,Kerosene,148.82,1869,2.36,27.2,Sunday,No,148.88
2024-08-12,101,Kerosene,150.3,1460,2.56,29.4,Monday,No,150.3
2024-08-13,101,Kerosene,147.58,2564,0.0,31.1,Tuesday,No,148.45
2024-08-14,101,Kerosene,147.38,1640,1.02,20.9,Wednesday,No,145.19
2024-08-15,101,Kerosene,149.69,2120,3.33,25.6,Thursday,Yes,149.63
2024-08-16,101,Kerosene,150.91,1772,3.46,28.3,Friday,No,150.28
2024-08-17,101,Kerosene,149.59,1241,7.99,28.9,Saturday,No,148.42
2024-08-18,101,Kerosene,150.96,1733,2.0,26.8,Sunday,No,151.97
2024-08-19,101,Kerosene,148.11,1365,0.65,31.5,Monday,No,148.71
2024-08-20,101,Kerosene,147.82,1732,0.0,22.4,Tuesday,No,148.4
2024-08-21,101,Kerosene,150.32,1607,0.0,30.9,Wednesday,No,150.15
2024-08-22,101,Kerosene,149.82,1776,0.0,25.7,Thursday,No,149.86
2024-08-23,101,Kerosene,149.89,1924,2.15,29.4,Friday,No,149.43
2024-08-24,101,Kerosene,148.11,1488,5.65,32.1,Saturday,No,145.9
2024-08-25,101,Kerosene,149.06,1508,2.08,27.0,Sunday,No,147.11
2024-08-26,101,Kerosene,148.66,2124,3.12,32.7,Monday,No,148.27
2024-08-27,101,Kerosene,151.18,1361,2.73,31.8,Tuesday,No,150.67
2024-08-28,101,Kerosene,152.47,1770,0.0,29.8,Wednesday,No,151.61
2024-08-29,101,Kerosene,151.15,1628,3.46,32.3,Thursday,No,152.19
2024-08-30,101,Kerosene,151.02,1810,2.39,26.9,Friday,No,151.36
2024-08-31,101,Kerosene,151.03,2196,3.04,30.7,Saturday,No,151.79
2024-09-01,101,Kerosene,152.15,2419,2.21,26.9,Sunday,No,150.56
2024-09-02,101,Kerosene,151.51,2275,2.78,26.6,Monday,No,149.84
2024-09-03,101,Kerosene,151.72,2627,1.24,31.6,Tuesday,No,152.09
2024-09-04,101,Kerosene,149.54,2382,2.6,26.5,Wednesday,No,148.33
2024-09-05,101,Kerosene,151.38,2199,0.0,28.5,Thursday,No,151.79
2024-09-06,101,Kerosene,148.82,2096,5.11,25.6,Friday,No,149.62
2024-09-07,101,Kerosene,149.01,2763,0.0,29.1,Saturday,No,149.98
2024-09-08,101,Kerosene,147.69,1864,1.06,28.8,Sunday,No,147.69
2024-09-09,101,Kerosene,150.89,2411,0.14,29.5,Monday,No,151.09
2024-09-10,101,Kerosene,150.6,1322,0.67,27.2,Tuesday,No,148.19
2024-09-11,101,Kerosene,146.69,2208,3.28,27.0,Wednesday,No,146.27
2024-09-12,101,Kerosene,146.69,2346,0.72,32.0,Thursday,No,145.52
2024-09-13,101,Kerosene,151.66,2006,3.28,27.4,Friday,No,153.02
2024-09-14,101,Kerosene,150.12,2707,4.1,30.6,Saturday,No,149.24
2024-09-15,101,Kerosene,146.31,1586,0.0,26.0,Sunday,No,145.38
2024-09-16,101,Kerosene,149.88,2447,1.79,29.7,Monday,No,147.7
2024-09-17,101,Kerosene,148.93,3093,1.73,26.1,Tuesday,No,149.17
2024-09-18,101,Kerosene,148.69,2024,3.69,30.8,Wednesday,No,147.27
2024-09-19,101,Kerosene,150.76,2176,1.68,27.1,Thursday,No,150.04
2024-09-20,101,Kerosene,151.06,2160,2.81,30.7,Friday,No,149.03
2024-09-21,101,Kerosene,151.34,1860,5.36,25.1,Saturday,No,150.3
2024-09-22,101,Kerosene,152.5,2049,4.57,26.7,Sunday,No,153.69
2024-09-23,101,Kerosene,150.85,2752,4.88,21.8,Monday,No,149.33
2024-09-24,101,Kerosene,150.25,2536,0.0,26.2,Tuesday,No,149.05
2024-09-25,101,Kerosene,148.74,1818,0.8,29.4,Wednesday,Yes,147.36
2024-09-26,101,Kerosene,151.38,1580,2.77,26.5,Thursday,No,151.13
2024-09-27,101,Kerosene,150.19,1368,2.51,21.3,Friday,No,151.03
2024-09-28,101,Kerosene,149.48,2471,4.35,29.1,Saturday,No,148.74
2024-09-29,101,Kerosene,149.44,1237,1.76,30.9,Sunday,No,149.54
2024-09-30,101,Kerosene,152.12,1978,3.39,27.8,Monday,No,151.32
2024-10-01,101,Kerosene,150.76,2012,4.46,26.8,Tuesday,No,150.17
2024-10-02,101,Kerosene,150.45,2380,2.22,25.7,Wednesday,No,151.11
2024-10-03,101,Kerosene,152.19,1669,2.39,26.4,Thursday,No,152.31
2024-10-04,101,Kerosene,149.01,1594,3.23,27.3,Friday,No,149.72
2024-10-05,101,Kerosene,151.53,1970,3.76,28.3,Saturday,No,149.14
2024-10-06,101,Kerosene,149.58,1723,0.0,30.5,Sunday,No,150.03
2024-10-07,101,Kerosene,148.84,2590,4.01,29.6,Monday,No,147.2
2024-10-08,101,Kerosene,151.06,2021,0.87,27.2,Tuesday,No,151.5
2024-10-09,101,Kerosene,150.11,2018,7.33,23.2,Wednesday,No,147.99
2024-10-10,101,Kerosene,149.55,2666,0.09,26.1,Thursday,No,148.1
2024-10-11,101,Kerosene,153.0,2082,4.7,23.5,Friday,No,152.01
2024-10-12,101,Kerosene,150.58,1823,0.0,33.8,Saturday,No,150.16
2024-10-13,101,Kerosene,147.0,1958,4.1,29.7,Sunday,No,145.95
2024-10-14,101,Kerosene,148.89,2443,4.54,25.4,Monday,No,147.67
2024-10-15,101,Kerosene,150.93,1942,3.24,24.1,Tuesday,No,149.18
2024-10-16,101,Kerosene,149.35,1814,1.49,25.1,Wednesday,No,149.62
2024-10-17,101,Kerosene,150.71,1715,1.81,28.5,Thursday,No,150.58
2024-10-18,101,Kerosene,148.18,2279,0.63,32.6,Friday,No,147.31
2024-10-19,101,Kerosene,149.49,2690,2.96,28.7,Saturday,No,146.9
2024-10-20,101,Kerosene,152.61,1703,3.82,26.2,Sunday,No,151.02
2024-10-21,101,Kerosene,150.7,1725,5.67,28.6,Monday,No,149.32
2024-10-22,101,Kerosene,150.97,2341,0.0,27.5,Tuesday,No,151.2
2024-10-23,101,Kerosene,148.94,2601,7.25,26.2,Wednesday,No,149.07
2024-10-24,101,Kerosene,150.16,2495,2.86,31.5,Thursday,No,150.11
2024-10-25,101,Kerosene,147.43,1878,0.77,31.5,Friday,No,145.36
2024-10-26,101,Kerosene,148.09,2072,2.91,20.6,Saturday,No,148.76
2024-10-27,101,Kerosene,153.68,2438,3.32,31.8,Sunday,No,152.94
2024-10-28,101,Kerosene,150.71,1984,0.2,25.7,Monday,No,151.02
2024-10-29,101,Kerosene,150.0,2293,3.51,29.5,Tuesday,No,148.48
2024-10-30,101,Kerosene,151.39,2454,4.19,23.7,Wednesday,No,150.87
2024-10-31,101,Kerosene,150.81,1883,7.76,25.1,Thursday,No,149.81
2024-11-01,101,Kerosene,148.94,1817,0.07,21.2,Friday,No,149.1
2024-11-02,101,Kerosene,148.15,2036,0.02,26.4,Saturday,No,146.68
2024-11-03,101,Kerosene,149.39,1738,3.71,34.9,Sunday,No,149.17
2024-11-04,101,Kerosene,148.73,1566,2.07,30.0,Monday,No,149.43
2024-11-05,101,Kerosene,151.78,1381,3.66,28.3,Tuesday,No,150.9
2024-11-06,101,Kerosene,149.45,2132,6.93,29.8,Wednesday,No,150.11
2024-11-07,101,Kerosene,149.51,2245,3.32,31.5,Thursday,No,147.82
2024-11-08,101,Kerosene,151.26,2348,5.96,32.1,Friday,No,151.24
2024-11-09,101,Kerosene,149.59,2761,7.12,24.1,Saturday,No,149.06
2024-11-10,101,Kerosene,150.86,1891,1.74,26.1,Sunday,No,149.35
2024-11-11,101,Kerosene,147.26,1113,0.0,22.6,Monday,No,146.09
2024-11-12,101,Kerosene,149.96,1941,1.62,30.7,Tuesday,No,149.37
2024-11-13,101,Kerosene,149.59,1626,7.13,30.0,Wednesday,No,149.63
2024-11-14,101,Kerosene,149.51,2390,5.55,25.1,Thursday,No,149.64
2024-11-15,101,Kerosene,149.37,1396,2.58,26.3,Friday,No,149.12
2024-11-16,101,Kerosene,149.99,2599,3.84,26.8,Saturday,No,147.05
2024-11-17,101,Kerosene,149.82,1670,0.0,26.7,Sunday,No,149.31
2024-11-18,101,Kerosene,150.49,1515,0.88,32.4,Monday,No,149.55
2024-11-19,101,Kerosene,150.37,1840,3.23,30.3,Tuesday,No,149.63
2024-11-20,101,Kerosene,147.13,1761,8.13,29.1,Wednesday,No,147.38
2024-11-21,101,Kerosene,150.57,2918,5.9,22.6,Thursday,No,152.05
2024-11-22,101,Kerosene,147.89,2706,4.96,23.9,Friday,No,147.57
2024-11-23,101,Kerosene,151.09,1851,0.0,29.4,Saturday,No,149.39
2024-11-24,101,Kerosene,151.48,1513,5.34,33.5,Sunday,No,151.41
2024-11-25,101,Kerosene,151.29,2022,0.0,34.1,Monday,No,151.94
2024-11-26,101,Kerosene,148.37,1579,3.59,27.6,Tuesday,Yes,147.18
2024-11-27,101,Kerosene,147.83,1845,2.57,27.9,Wednesday,No,146.72
2024-11-28,101,Kerosene,148.18,1541,2.12,24.8,Thursday,No,148.04
2024-11-29,101,Kerosene,146.46,2565,1.52,32.4,Friday,No,146.25
2024-11-30,101,Kerosene,148.96,2482,1.29,29.9,Saturday,No,148.85
2024-12-01,101,Kerosene,150.92,1890,7.88,23.8,Sunday,No,151.57
2024-12-02,101,Kerosene,147.82,1305,1.3,29.2,Monday,No,146.99
2024-12-03,101,Kerosene,151.56,2706,0.03,27.7,Tuesday,No,150.58
2024-12-04,101,Kerosene,149.82,2696,1.91,26.7,Wednesday,No,149.28
2024-12-05,101,Kerosene,150.04,2311,0.0,30.4,Thursday,No,148.97
2024-12-06,101,Kerosene,151.09,2927,2.63,30.8,Friday,No,149.13
2024-12-07,101,Kerosene,150.15,2263,0.0,24.7,Saturday,No,149.99
2024-12-08,101,Kerosene,149.74,1635,0.0,27.2,Sunday,No,149.08
2024-12-09,101,Kerosene,148.84,2564,0.0,23.8,Monday,No,148.67
2024-12-10,101,Kerosene,149.53,1905,4.3,30.9,Tuesday,No,148.95
2024-12-11,101,Kerosene,148.28,1588,1.63,29.0,Wednesday,No,146.13
2024-12-12,101,Kerosene,150.25,1616,0.0,29.0,Thursday,No,150.5
2024-12-13,101,Kerosene,151.35,2190,5.98,26.9,Friday,No,150.46
2024-12-14,101,Kerosene,149.16,2587,6.74,25.0,Saturday,No,148.73
2024-12-15,101,Kerosene,147.87,2750,6.17,29.2,Sunday,No,146.74
2024-12-16,101,Kerosene,152.59,2417,0.0,30.0,Monday,No,153.21
2024-12-17,101,Kerosene,149.56,2177,3.11,25.4,Tuesday,No,147.09
2024-12-18,101,Kerosene,148.12,2115,2.04,25.7,Wednesday,No,147.37
2024-12-19,101,Kerosene,148.89,2364,2.59,26.1,Thursday,No,150.42
2024-12-20,101,Kerosene,149.91,1485,0.0,25.7,Friday,No,149.2
2024-12-21,101,Kerosene,149.94,3051,6.6,27.6,Saturday,No,148.98
2024-12-22,101,Kerosene,147.16,2461,5.75,27.1,Sunday,No,145.7
2024-12-23,101,Kerosene,150.22,2015,0.4,29.3,Monday,No,150.0
2024-12-24,101,Kerosene,151.95,2557,2.26,31.1,Tuesday,No,151.66
2024-12-25,101,Kerosene,152.94,1970,0.24,32.9,Wednesday,No,152.41
2024-12-26,101,Kerosene,148.89,2000,2.52,25.1,Thursday,No,147.21
2024-12-27,101,Kerosene,149.59,1800,0.92,26.9,Friday,No,150.08
2024-12-28,101,Kerosene,150.57,2511,2.16,25.8,Saturday,No,149.58
2024-12-29,101,Kerosene,148.35,2254,1.49,27.2,Sunday,No,147.14
2024-12-30,101,Kerosene,147.52,2729,2.1,32.7,Monday,No,146.32
2024-12-31,101,Kerosene,146.36,1662,1.7,28.3,Tuesday,No,146.35
2024-01-01,102,Petrol,176.9,5006,5.02,29.2,Monday,No,177.28
2024-01-02,102,Petrol,179.13,4653,1.49,24.8,Tuesday,No,177.93
2024-01-03,102,Petrol,180.54,5923,5.18,25.7,Wednesday,No,180.73
2024-01-04,102,Petrol,180.83,4891,1.0,26.5,Thursday,No,178.81
2024-01-05,102,Petrol,179.21,4942,2.94,29.8,Friday,No,178.1
2024-01-06,102,Petrol,179.95,5991,0.0,33.1,Saturday,No,178.56
2024-01-07,102,Petrol,178.73,5895,2.15,29.1,Sunday,No,179.33
2024-01-08,102,Petrol,180.08,4670,1.12,26.8,Monday,No,179.07
2024-01-09,102,Petrol,182.78,5224,3.79,32.9,Tuesday,No,182.76
2024-01-10,102,Petrol,179.32,5214,0.03,31.9,Wednesday,No,177.9
2024-01-11,102,Petrol,180.09,5450,1.77,29.4,Thursday,No,180.09
2024-01-12,102,Petrol,181.61,4877,5.62,31.7,Friday,No,182.47
2024-01-13,102,Petrol,180.59,4854,0.0,23.0,Saturday,No,179.59
2024-01-14,102,Petrol,178.36,5365,3.07,26.9,Sunday,No,179.03
2024-01-15,102,Petrol,178.37,5023,0.33,29.9,Monday,No,177.04
2024-01-16,102,Petrol,179.45,5115,2.9,25.3,Tuesday,Yes,178.9
2024-01-17,102,Petrol,181.66,5112,5.27,33.3,Wednesday,No,180.51
2024-01-18,102,Petrol,183.78,4632,3.85,25.7,Thursday,No,181.78
2024-01-19,102,Petrol,179.38,5323,0.0,33.0,Friday,No,178.69
2024-01-20,102,Petrol,178.3,4860,6.94,27.5,Saturday,No,177.58
2024-01-21,102,Petrol,180.27,4683,2.01,24.4,Sunday,No,179.27
2024-01-22,102,Petrol,180.77,5021,4.28,26.7,Monday,No,179.41
2024-01-23,102,Petrol,180.67,4624,5.93,28.6,Tuesday,No,179.49
2024-01-24,102,Petrol,180.43,5256,2.45,28.2,Wednesday,No,178.32
2024-01-25,102,Petrol,180.33,5437,6.39,36.1,Thursday,No,178.27
2024-01-26,102,Petrol,181.58,5418,0.94,25.4,Friday,No,179.34
2024-01-27,102,Petrol,180.49,5088,0.0,32.6,Saturday,No,179.33
2024-01-28,102,Petrol,181.84,5410,2.27,25.9,Sunday,No,181.37
2024-01-29,102,Petrol,181.32,5645,2.35,23.6,Monday,No,181.75
2024-01-30,102,Petrol,180.01,5366,1.53,27.1,Tuesday,No,178.91
2024-01-31,102,Petrol,180.21,4495,0.0,32.9,Wednesday,No,179.04
2024-02-01,102,Petrol,177.35,4969,1.17,30.9,Thursday,No,175.77
2024-02-02,102,Petrol,179.61,4712,3.48,28.4,Friday,No,179.28
2024-02-03,102,Petrol,181.78,5517,0.0,29.8,Saturday,No,180.51
2024-02-04,102,Petrol,179.41,5737,5.22,30.1,Sunday,No,178.96
2024-02-05,102,Petrol,181.39,5190,1.52,28.8,Monday,No,180.77
2024-02-06,102,Petrol,179.45,4890,0.0,31.0,Tuesday,No,179.12
2024-02-07,102,Petrol,180.15,4904,0.0,23.8,Wednesday,No,179.7
2024-02-08,102,Petrol,180.44,5467,3.72,29.9,Thursday,No,180.97
2024-02-09,102,Petrol,182.61,4910,3.23,24.3,Friday,Yes,181.76
2024-02-10,102,Petrol,178.47,4243,1.55,29.1,Saturday,No,177.37
2024-02-11,102,Petrol,182.54,5979,3.49,24.8,Sunday,No,183.52
2024-02-12,102,Petrol,182.09,5381,4.53,29.2,Monday,No,180.55
2024-02-13,102,Petrol,179.67,5090,5.47,27.4,Tuesday,No,179.92
2024-02-14,102,Petrol,179.47,6272,0.0,28.7,Wednesday,No,180.46
2024-02-15,102,Petrol,179.01,4919,5.83,29.5,Thursday,No,177.91
2024-02-16,102,Petrol,180.21,5009,2.5,25.5,Friday,No,180.42
2024-02-17,102,Petrol,179.87,4868,5.34,25.7,Saturday,No,178.43
2024-02-18,102,Petrol,181.98,5039,2.81,29.2,Sunday,No,183.08
2024-02-19,102,Petrol,177.7,5543,3.54,27.0,Monday,No,176.05
2024-02-20,102,Petrol,177.17,5751,1.31,24.5,Tuesday,No,175.81
2024-02-21,102,Petrol,178.77,5284,8.29,22.2,Wednesday,No,178.22
2024-02-22,102,Petrol,180.57,5247,0.9,29.3,Thursday,No,179.13
2024-02-23,102,Petrol,181.17,5806,0.0,26.8,Friday,No,179.82
2024-02-24,102,Petrol,180.7,5497,0.0,24.4,Saturday,No,179.9
2024-02-25,102,Petrol,178.91,4506,1.35,25.7,Sunday,No,178.63
2024-02-26,102,Petrol,179.57,5346,0.5,24.8,Monday,No,179.91
2024-02-27,102,Petrol,179.52,5092,0.93,30.0,Tuesday,No,178.27
2024-02-28,102,Petrol,180.81,5313,6.34,25.2,Wednesday,No,179.46
2024-02-29,102,Petrol,180.5,4439,3.09,26.4,Thursday,No,179.08
2024-03-01,102,Petrol,180.8,5148,3.94,31.1,Friday,No,178.31
2024-03-02,102,Petrol,179.43,5318,1.87,25.4,Saturday,No,177.58
2024-03-03,102,Petrol,181.96,4772,5.29,29.7,Sunday,No,181.73
2024-03-04,102,Petrol,179.33,5615,1.14,31.0,Monday,No,178.46
2024-03-05,102,Petrol,179.38,5645,2.19,30.7,Tuesday,No,177.87
2024-03-06,102,Petrol,179.21,5148,1.31,23.3,Wednesday,No,179.07
2024-03-07,102,Petrol,180.56,5418,7.62,24.3,Thursday,No,180.1
2024-03-08,102,Petrol,180.33,4318,0.28,30.7,Friday,No,182.07
2024-03-09,102,Petrol,181.2,5285,0.0,24.8,Saturday,No,181.76
2024-03-10,102,Petrol,177.86,4946,2.51,32.2,Sunday,No,177.49
2024-03-11,102,Petrol,182.89,4877,4.23,29.6,Monday,No,183.16
2024-03-12,102,Petrol,177.73,4762,4.65,34.3,Tuesday,No,176.71
2024-03-13,102,Petrol,181.58,4457,2.62,27.4,Wednesday,No,181.62
2024-03-14,102,Petrol,177.93,4539,1.89,28.8,Thursday,No,176.17
2024-03-15,102,Petrol,180.7,5203,0.0,31.1,Friday,No,178.37
2024-03-16,102,Petrol,177.08,5307,2.72,23.4,Saturday,No,177.3
2024-03-17,102,Petrol,180.59,5512,5.09,27.9,Sunday,No,179.26
2024-03-18,102,Petrol,181.56,4533,0.61,27.1,Monday,No,181.59
2024-03-19,102,Petrol,178.76,4852,0.0,29.0,Tuesday,No,179.34
2024-03-20,102,Petrol,181.01,4914,7.81,25.3,Wednesday,No,181.95
2024-03-21,102,Petrol,180.07,4846,4.16,23.0,Thursday,No,178.52
